oxide,mean
CaO,0.8645681357413826
MgO,0.747537034980871
Na2O,0.6866769117598738
K2O,0.978398903178016
Al2O3,2.4849661910904453
Fe2O3,1.6992924661956192
SiO2,4.079484287034808
MnO,0.07966127560300265
TiO2,0.5602318140151127
P2O5,0.13673369197953228
